Velocity,LanePos,Steer,SpeedLimit,Accel,Brake,LongAccel,LatAccel,HeadwayTime,HeadwayDist
8.762776136,-0.170204545,0.577386364,11.41402273,0.167204545,0.121179545,-0.045079545,-0.004613636,8.573613636,11.14820455
12.15712963,-0.123296296,0.293148148,11.111,0.048625926,0.00952037,-0.339412963,0.006657407,0.536962963,6.436407407
11.5442475,-0.068,-0.5745,11.111,0.0551425,0,-0.168845,-0.02077,0.5654,6.539
6.589639615,0.052953846,-13.73596154,11.111,0.090543077,0.040897308,0.062925769,-0.284921154,-1.327007692,12.61403077
15.253602,-0.0026,-0.501,11.111,0.156148,0.010332,0.097776,-0.018184,0.81416,12.11612
10.56067,-0.18224,-0.1522,11.111,0.088756,0.043722,-0.393764,-0.011358,0.78732,8.12516
6.40097451,-0.168960784,-0.245784314,11.111,0.100890196,0.074555882,0.002652941,0.014546078,6.404176471,5.24627451
10.90233243,-0.124027027,-0.371216216,11.111,0.071668919,2.18E-17,-0.050416216,-0.00952973,0.537135135,5.796054054
10.30285,-0.121566667,-0.1355,11.111,0.069731667,0.000445,-0.0214,-0.008665,0.743566667,7.690533333
7.807692857,-0.189892857,-1.878035714,11.111,0.174676786,0.062202679,0.272125,-0.08454375,2.175553571,8.387678571
11.42702692,0.099487179,0.109871795,11.111,0.294725641,0,1.587152564,-0.003398718,0,0
20.10566923,0.037653846,-0.056923077,11.111,0.125953846,0,-0.108265385,-0.004207692,0,0
20.51169868,0.206052632,0.328947368,11.111,0.169039474,0.007314474,-0.047911842,0.012336842,0,0
16.03461613,-0.041258065,0.56016129,11.111,0.046804839,0.091491935,-1.266059677,0.010759677,0.837483871,11.59974194
0.163462963,0.584481481,0.986388889,11.111,0.012769444,0.458735185,-0.16347963,-0.001064815,0.8415,1.830981481
12.98045529,0.243517647,-26.45764706,11.111,0.196137647,0,0.560108824,-0.354108235,6.366117647,90.04457647
17.03245357,0.015821429,1.119107143,12.06335714,0.012439286,0.087366071,-1.396203571,0.057,0.024357143,0.155107143
12.68025937,-0.085833333,-9.411666667,24.444,0.245651042,0.008890625,0.836961458,-0.614313542,3.5496875,47.950875
20.02871389,0.101416667,-16.46236111,24.444,0.178472222,0,-0.017955556,-1.563169444,1.855944444,35.88827778
7.584166071,-0.231571429,-1.927678571,16.34896429,0.003767857,0.140783929,-1.950417857,-0.176633929,4.565571429,5.304785714
12.79741912,-0.006970588,0.774264706,11.111,0.2455,0.015395588,1.12955,-0.004694118,2.590735294,26.21552941
11.89678448,0.284758621,0.254655172,11.111,0.038415517,0.006187931,-0.376839655,0.013474138,0.531482759,6.263
12.07710385,0.370153846,-0.1925,11.111,0.1055,0,0.136457692,-0.003151923,0.691923077,8.296538462
4.224155208,-0.104041667,-1.46375,11.111,0.002504167,0.040316667,-0.694139583,-0.044207292,3.520125,4.615791667
2.125204054,-0.113864865,6.96,11.111,0.054783784,0.023951351,0.461925676,0.016185135,3.429108108,4.31172973
11.51168083,-0.129916667,-29.72941667,11.111,0.1579775,0.018413333,0.23886,-0.6267575,1.769516667,19.11536667
10.865925,0.005678571,-0.203392857,11.111,0.05605,0,-0.161378571,-0.009403571,1.014857143,10.94885714
7.862623333,0.071133333,0.422,11.111,0.07691,0.076783333,-0.876963333,-0.003825,2.433066667,12.491
9.272944444,0.088194444,0.396111111,11.111,0.139573611,0,0.765963889,0.000929167,2.10025,14.11866667
11.58085164,0.088147541,-0.303032787,11.111,0.109951639,0.014886885,-0.131965574,-0.008263115,1.086918033,12.13904918
2.417097619,0.174833333,-0.983928571,11.111,0.034054762,0.514064286,-0.541605952,0.028995238,0.358880952,4.849095238
2.677198718,0.262,-7.508717949,11.111,0.208347436,0.22454359,1.060557692,-0.207219231,1.582230769,4.607051282
12.38601786,0.363731429,-7.067271429,12.63477143,0.139033143,0.039014857,0.141667571,-0.134367,3.439274286,34.89046
10.34203829,0.182171429,-7.997471429,13.40935429,0.093466429,0.029572429,-0.132234286,-0.258953857,1.164457143,12.48917429
4.858930451,0.0225,1.36537594,11.111,0.066901316,0.065261842,0.068490226,-0.012048496,11.18451504,6.084496241
12.83119971,0.310234286,-8.7794,12.90143143,0.157397571,0.141494143,0.145265429,-0.193741714,1.907,26.33310286
6.388082,0.2503,-5.381057143,14.72995714,0.066482857,0.245205714,-0.150028571,-0.123959857,1.031588571,11.51962
6.047588857,0.466354286,-7.263728571,11.04750857,0.068504429,0.186141,0.090369,-0.094246,1.065268571,9.338385714
4.710312048,0.56960241,-2.108855422,11.111,0.071724699,0.128669277,0.022933735,-0.086363855,2.545963855,7.326554217
12.96775029,0.35286,-8.1643,13.35856286,0.188629571,0.078125714,0.138702,-0.205074714,9.664928571,26.40896571
6.317966857,0.388525714,-3.645714286,12.82524286,0.071432143,0.194029429,-0.142154714,-0.130910143,3.526151429,10.93415714
6.763263,0.446217143,-7.419485714,11.04750857,0.073468429,0.110674143,0.103869,-0.093160429,1.804302857,15.49459714
14.73300625,-0.215125,-14.425,11.111,0.54854375,0,1.49286875,-0.707725,0.5035,7.168
11.46267543,0.373557143,-5.7145,11.83479143,0.124479,0.115748571,0.106167429,-0.119615,3.35754,33.76028286
11.25254471,0.244751429,-9.123271429,14.12679714,0.114408,0.038037571,-0.038676571,-0.311400571,1.989191429,16.95857714
5.789094643,0.265897321,0.383816964,11.111,0.082356027,0.192020536,0.049662277,-0.018350223,3.063125,11.07797321
14.33119796,0.284163265,1.179183673,11.111,0.390259184,0,1.403627551,0.044467347,0,0
23.724292,0.50332,-0.437,11.111,0.306012,0.012594,0.147006,-0.05104,0,0
24.21077,0.6702,-3.987,11.111,0.25595,0,0.15633,-0.24477,0,0
8.744521053,0.095063158,-2.629421053,11.111,0.255138947,0.416584211,-0.768537368,0.014781579,8.191842105,8.285168421
6.309006579,0.447355263,-37.28243421,11.111,0.385046711,0.373182895,0.620613816,-0.374173684,4.8105,40.49472368
17.52223889,0.609638889,0.041666667,11.111,0.388552778,0.0873625,0.003261111,-0.021486111,6.079555556,105.3085556
13.22379359,0.579641026,-0.778205128,13.84597436,0.357242308,0.192226923,-0.484444872,0.007267949,1.085769231,15.57128205
13.07770167,0.200633333,-8.5555,24.444,0.43221,0.079623333,0.622915,-0.47893,4.179833333,58.42796667
18.50961522,-0.163391304,-19.00891304,24.444,0.42441087,0.061741304,0.598204348,-1.514321739,8.953956522,166.9441739
21.3813,-0.57872,-14.8944,24.444,0.426204,0.14658,-0.660844,-1.560322,0.37496,7.79644
7.973815,0.034533333,-0.807166667,15.1109,0.340988333,0.281583333,-0.695468333,0.02577,0.5248,3.2497
9.972457143,0.227047619,0.285952381,11.111,0.346590476,0.105995238,0.492466667,0.017419048,1.584380952,15.45157143
11.32564667,0.262366667,-0.773166667,11.111,0.426275,0.16723,-0.168515,-0.005876667,1.307866667,13.9028
10.31805,0.297722222,-0.231111111,11.111,0.371941667,0.117947222,0.386736111,-0.008302778,1.012777778,10.45088889
10.92345625,0.2793125,0.45796875,11.111,0.35409375,0.1883,-0.376645313,0.018839063,0.80578125,8.46125
8.921503012,0.257072289,-23.2403012,10.84326506,0.458487952,0.199640361,0.300299398,-0.447456024,3.075168675,19.87824096
14.47244583,0.47,0.279583333,11.111,0.6078375,0.402941667,-2.336079167,-0.299058333,1.100416667,14.84766667
11.67923571,0.064714286,-0.084642857,11.111,0.621539286,0.1475625,0.504428571,0.000869643,1.292821429,14.79107143
8.22482,0.4068,-0.8832,11.111,0.62464,0.451094,-1.264774,0.027628,1.14452,8.60748
6.468345455,0.242363636,1.3325,11.111,0.61585,0.203870455,1.56055,0.000920455,2.316772727,12.73404545
12.12506071,0.296107143,0.266607143,11.111,0.611033929,0.181675,-0.010478571,0.005323214,1.439535714,17.10171429
11.46189167,0.507277778,-0.839722222,11.111,0.604227778,0.205483333,-0.070780556,0.055191667,1.148111111,13.0325
11.90209773,0.232772727,-0.247272727,11.111,0.612272727,0.202609091,-0.339011364,-0.014479545,0.733409091,8.740409091
11.08620769,0.260807692,-3.035576923,11.111,0.604511538,0.189580769,0.517857692,-0.156278846,0.839807692,8.7195
14.27295513,0.09774359,-0.255897436,11.111,0.597802564,0.006655128,1.612705128,0.008448718,0,0
21.71651447,-0.007026316,-0.225921053,11.111,0.231451316,0.0037,0.145272368,-0.019969737,0,0
18.97208,-0.09345,0.53075,11.111,0.233225,0.0997625,-0.8197175,0.056795,0,0
14.685865,-0.159033333,0.938166667,11.111,0.328225,0.204045,-0.819816667,0.003073333,1.938233333,18.0834
1.699895333,0.22664,-28.48393333,11.111,0.351675333,0.558938,-0.037998,-0.228854,59.50822667,11.34624
17.60610488,0.074,-16.96792683,11.111,0.341476829,1.73E-15,1.073528049,-0.521796341,1.006317073,23.24941463
13.99645946,0.370486486,-0.509662162,15.25504054,0.373488514,0.159714189,-0.182956081,-0.073566216,2.242283784,32.40008108
19.88012794,-0.229176471,-20.95808824,24.444,0.381030882,0.061580882,0.123798529,-1.822435294,1.490676471,29.40861765
20.94065,-0.903294118,-14.31441176,23.00611765,0.349979412,0.060414706,-0.072879412,-1.535291176,0.924352941,19.38647059
10.384576,-0.56056,-0.0534,17.6886,0.37546,0.342676,-1.546118,0.028866,0.27588,1.87548
10.08458161,0.243241379,-0.614195402,11.111,0.402656322,0.161752874,0.188202874,-0.001878161,0.968965517,9.560678161
10.46901296,0.233074074,0.220555556,11.111,0.405448148,0.190033333,-0.298057407,0.013801852,0.906444444,9.240407407
5.590655172,0.131965517,2.936896552,11.111,0.416437931,0.531936207,-0.951451724,-0.069613793,1.000931034,8.73462069
